activity_identifier,result_ref,indicator_ref,indicator_measure,ascending,aggregation_status,title,description,baseline_year,baseline_iso_date,baseline_value,baseline_comment
XM-DAC-46007-500636,result_2,result_2_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2022,,0
XM-DAC-46007-500864,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,,25026275
XM-DAC-46007-500213,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2016,,1025
XM-DAC-46007-500645,result_7,result_7_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2020,,0
XM-DAC-46007-500271,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2017,,295
XM-DAC-46007-500646,result_2,result_2_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,,0
XM-DAC-46007-500240,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2017,,0
XM-DAC-46007-301839,result_1,result_1_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2008,,0
XM-DAC-46007-500995,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,,1081
XM-DAC-46007-500507,result_1,result_1_6,1,1,,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2020,,0
XM-DAC-46007-500930,result_2,result_2_29,1,1,,Efectos,Emisiones de CO2 (tonelada de CO2 anuales),"Toneladas de emisiones de dióxido de carbono anuales reducidas a raíz del proyecto. Este indicador aplica para proyectos con enfoques de eficiencia energética, proyectos de energía renovable, así como para proyectos de procesamiento y distribución.",2023,,42777
XM-DAC-46007-501149,result_2,result_2_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,,0
XM-DAC-46007-500276,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2017,,0
XM-DAC-46007-501159,result_2,result_2_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2024,,0
XM-DAC-46007-500270,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,,650
XM-DAC-46007-501159,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,,0
XM-DAC-46007-500426,result_2,result_2_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,,5720
XM-DAC-46007-500636,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2022,,0
XM-DAC-46007-501238,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,,100
XM-DAC-46007-500645,result_1,result_1_6,1,1,,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2020,,0
XM-DAC-46007-500834,result_2,result_2_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2022,,0
XM-DAC-46007-500192,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2016,,395822
XM-DAC-46007-500646,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2021,,17292
XM-DAC-46007-500316,result_2,result_2_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2017,,0
XM-DAC-46007-500338,result_2,result_2_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,,0
XM-DAC-46007-500240,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2017,,0
XM-DAC-46007-500864,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,,0
XM-DAC-46007-501138,result_3,result_3_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2024,,0
XM-DAC-46007-302302,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2013,,0
XM-DAC-46007-500022,result_1,result_1_6,1,1,,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2015,,0
XM-DAC-46007-500749,result_2,result_2_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2021,,17
XM-DAC-46007-500749,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2021,,1357.5
XM-DAC-46007-501138,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2024,,0
XM-DAC-46007-500437,result_2,result_2_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2019,,0
XM-DAC-46007-500426,result_2,result_2_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,,20200
XM-DAC-46007-500270,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,,640
XM-DAC-46007-500357,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,,0
XM-DAC-46007-500860,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2022,,0
XM-DAC-46007-500749,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,,0
XM-DAC-46007-501217,result_3,result_3_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2025,,0
XM-DAC-46007-501148,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,,7444090
XM-DAC-46007-500901,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2022,,0
XM-DAC-46007-302270,result_2,result_2_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2012,,0
XM-DAC-46007-501238,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,,0
XM-DAC-46007-500346,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,,0
XM-DAC-46007-501159,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2024,,0
XM-DAC-46007-500022,result_2,result_2_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2015,,5
XM-DAC-46007-301839,result_1,result_1_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2008,,0
XM-DAC-46007-501218,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,,317580
XM-DAC-46007-500267,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2017,,0
XM-DAC-46007-501243,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,,14
XM-DAC-46007-500640,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,,0
XM-DAC-46007-500189,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2016,,0
XM-DAC-46007-500451,result_4,result_4_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2019,,0
XM-DAC-46007-500426,result_2,result_2_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,,39608
XM-DAC-46007-500832,result_1,result_1_29,1,1,,Efectos,Emisiones de CO2 (tonelada de CO2 anuales),"Toneladas de emisiones de dióxido de carbono anuales reducidas a raíz del proyecto. Este indicador aplica para proyectos con enfoques de eficiencia energética, proyectos de energía renovable, así como para proyectos de procesamiento y distribución.",2022,,14526.48
XM-DAC-46007-501238,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,,467334
XM-DAC-46007-302457,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2014,,719
XM-DAC-46007-500930,result_2,result_2_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,,0
XM-DAC-46007-500640,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,,0
XM-DAC-46007-501078,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2023,,0
XM-DAC-46007-302441,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2014,,261
XM-DAC-46007-500179,result_2,result_2_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2016,,0
XM-DAC-46007-500429,result_2,result_2_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2019,,0
XM-DAC-46007-500179,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2016,,0
XM-DAC-46007-501162,result_2,result_2_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,,0
XM-DAC-46007-501140,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,,0
XM-DAC-46007-500645,result_2,result_2_10,1,1,,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2020,,0
XM-DAC-46007-500436,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,,50
XM-DAC-46007-501151,result_1,result_1_29,1,1,,Efectos,Emisiones de CO2 (tonelada de CO2 anuales),"Toneladas de emisiones de dióxido de carbono anuales reducidas a raíz del proyecto. Este indicador aplica para proyectos con enfoques de eficiencia energética, proyectos de energía renovable, así como para proyectos de procesamiento y distribución.",2024,,36344
XM-DAC-46007-500734,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,,3666667
XM-DAC-46007-500240,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2017,,99
XM-DAC-46007-500357,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,,0
XM-DAC-46007-501187,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,,0
XM-DAC-46007-500749,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2021,,0
XM-DAC-46007-500636,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,,110
XM-DAC-46007-500901,result_6,result_6_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2022,,0
XM-DAC-46007-500437,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2019,,62839
XM-DAC-46007-501162,result_2,result_2_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,,0
XM-DAC-46007-500860,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,,0
XM-DAC-46007-500995,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,,259
XM-DAC-46007-500179,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2016,,0
XM-DAC-46007-501247,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,,50
XM-DAC-46007-302457,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2014,,410919
XM-DAC-46007-501149,result_2,result_2_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,,0
XM-DAC-46007-500248,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2017,,42
XM-DAC-46007-501151,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,,0
XM-DAC-46007-501243,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2025,,0
XM-DAC-46007-500446,result_1,result_1_9,1,1,,Educación,Área de construcción - educación,"Cantidad de metros cuadrados de centros educativos construidos y rehabilitados en el proyecto, incluidas las ampliaciones tales como áreas cívicas, canchas deportivas, bibliotecas, laboratorios, auditorios, salones de usos múltiples, entre otros. ",2019,,0
XM-DAC-46007-500634,result_2,result_2_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2020,,1429
XM-DAC-46007-500189,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2016,,5202
XM-DAC-46007-500267,result_2,result_2_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2017,,0
XM-DAC-46007-500832,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,,0
XM-DAC-46007-500316,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2017,,0
XM-DAC-46007-500791,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,,1068
XM-DAC-46007-501128,result_2,result_2_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,,43428
XM-DAC-46007-500436,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,,23
XM-DAC-46007-500507,result_2,result_2_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,,0
XM-DAC-46007-500459,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,,252
XM-DAC-46007-500426,result_1,result_1_10,1,1,,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2019,,0
XM-DAC-46007-501079,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,,20
XM-DAC-46007-500022,result_2,result_2_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2015,,309774
XM-DAC-46007-500035,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2015,,9
XM-DAC-46007-501078,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,,0
XM-DAC-46007-501149,result_2,result_2_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,,0
XM-DAC-46007-500240,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2017,,0
XM-DAC-46007-500208,result_2,result_2_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2016,,0
XM-DAC-46007-500276,result_2,result_2_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2017,,0
XM-DAC-46007-500640,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2020,,0
XM-DAC-46007-501108,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,,0
XM-DAC-46007-500507,result_2,result_2_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,,0
XM-DAC-46007-500834,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2022,,0
XM-DAC-46007-302411,result_2,result_2_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2014,,0
XM-DAC-46007-500646,result_2,result_2_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2021,,1064222
XM-DAC-46007-500459,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,,864
XM-DAC-46007-500834,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,,0
XM-DAC-46007-501217,result_2,result_2_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,,0
XM-DAC-46007-500346,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,,52
XM-DAC-46007-501078,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2023,,43664
XM-DAC-46007-501247,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,,22
XM-DAC-46007-501140,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,,0
XM-DAC-46007-302457,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2014,,0
XM-DAC-46007-501149,result_2,result_2_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,,0
XM-DAC-46007-500860,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,,273655
XM-DAC-46007-500749,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,,0
XM-DAC-46007-500349,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,,31
XM-DAC-46007-500701,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,,0
XM-DAC-46007-500734,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,,7150
XM-DAC-46007-501114,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,,21951
XM-DAC-46007-501217,result_2,result_2_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,,37
XM-DAC-46007-500791,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,,0
XM-DAC-46007-500940,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,,4
XM-DAC-46007-500446,result_2,result_2_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,,2273
XM-DAC-46007-500213,result_2,result_2_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2016,,243878
XM-DAC-46007-500627,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,,0
XM-DAC-46007-501217,result_2,result_2_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,,0
XM-DAC-46007-501114,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,,0
XM-DAC-46007-500646,result_2,result_2_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,,9
XM-DAC-46007-302302,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2013,,0
XM-DAC-46007-500995,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,,910
XM-DAC-46007-500426,result_2,result_2_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,,2917
