activity_identifier,org_ref,org_name,org_type,role,activity_id,crs_channel_code
XI-IATI-IADB-AR-L1342,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1342,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1342,AR-SAYDS,"MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE 
",10,4,,
XI-IATI-IADB-AR-L1342,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1342,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1248,AR-MINI,"MINISTERIO DEL INTERIOR 
 
",10,4,,
XI-IATI-IADB-AR-L1248,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1248,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1248,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1248,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1344,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1344,AR-AYSA,"AGUA Y SANEAMIENTOS ARGENTINOS SA AYSA 
 
",10,4,,
XI-IATI-IADB-AR-L1344,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1344,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1344,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1002,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1002,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1002,AR-MEYOSP,MINISTERIO DE ECONOMIA Y FINANZAS PUBL,10,4,,
XI-IATI-IADB-AR-L1002,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1002,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1017,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1017,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1017,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1017,AR-CONAE,"COMISION NACIONAL DE ACTIVIDADES ESPACIALES 
",10,4,,
XI-IATI-IADB-AR-L1017,AR-CONAE,"COMISION NACIONAL DE ACTIVIDADES ESPACIALES 
",10,4,,
XI-IATI-IADB-AR-L1274,AR-DVBA,DIRECCION DE VIALIDAD DE LA PROVINCIA DE BUENOS AIRES,10,4,,
XI-IATI-IADB-AR-L1274,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1274,AR-PBA,PROVINCIA DE BUENOS AIRES,10,2,,
XI-IATI-IADB-AR-L1274,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1274,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1141,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1141,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1141,AR-MINCYT,"MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION 
",10,4,,
XI-IATI-IADB-AR-L1141,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1141,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1084,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1084,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1084,AR-ENOHSA,ENTE NACIONAL DE OBRAS HIDRICAS DE SANEAMIENTO,10,4,,
XI-IATI-IADB-AR-L1084,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1084,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1302,AR-MEYOSP,MINISTERIO DE ECONOMIA Y FINANZAS PUBL,10,4,,
XI-IATI-IADB-AR-L1302,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1302,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1302,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1302,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1027,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1027,AR-ACIF,AGENCIA CÓRDOBA DE INVERSIÓN Y FINANCIAMIENTO,10,4,,
XI-IATI-IADB-AR-L1027,AR-CORDOBA,PROVINCIA DE CORDOBA,10,2,,
XI-IATI-IADB-AR-L1027,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1027,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1353,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1353,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1353,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1353,AR-MAGYP,"MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA 
",10,4,,
XI-IATI-IADB-AR-L1353,AR-MAGYP,"MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA 
",10,4,,
XI-IATI-IADB-AR-L1419,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1419,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1419,AR-JGM,JEFATURA DE GABINETE DE MINISTROS,10,4,,
XI-IATI-IADB-AR-L1419,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1419,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1420,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1420,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1421,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1421,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1095,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1095,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1095,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1095,AR-SEE,SECRETARIA DE ENERGIA ELECTRICA,10,4,,
XI-IATI-IADB-AR-L1095,AR-SEE,SECRETARIA DE ENERGIA ELECTRICA,10,4,,
XI-IATI-IADB-AR-L1243,AR-MDTYH,"MINISTERIO DE DESARROLLO TERRITORIAL Y HABITAT 
",10,4,,
XI-IATI-IADB-AR-L1243,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1243,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1243,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1243,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1008,AR-HSN,HONORABLE SENADO DE LA NACIÓN   PRESIDENCIA,10,4,,
XI-IATI-IADB-AR-L1008,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1008,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1008,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1008,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1004,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1004,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1004,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1004,AR-MINTUR,"MINISTERIO DE TURISMO Y DEPORTES 
 
",10,4,,
XI-IATI-IADB-AR-L1004,AR-MINTUR,"MINISTERIO DE TURISMO Y DEPORTES 
 
",10,4,,
XI-IATI-IADB-AR-L1013,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1013,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1013,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1013,AR-MEYOSP,MINISTERIO DE ECONOMIA Y FINANZAS PUBL,10,4,,
XI-IATI-IADB-AR-L1013,AR-MEYOSP,MINISTERIO DE ECONOMIA Y FINANZAS PUBL,10,4,,
XI-IATI-IADB-AR-L1063,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1063,AR-MAGYP,"MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA 
",10,4,,
XI-IATI-IADB-AR-L1063,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1063,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1063,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1354,AR-SE,SUBSECRETARIA DE ENERGIA,10,4,,
XI-IATI-IADB-AR-L1354,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1354,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1354,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1354,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1370,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1370,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1370,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1370,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1370,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1001,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1001,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1001,AR-MEYOSP,MINISTERIO DE ECONOMIA Y FINANZAS PUBL,10,4,,
XI-IATI-IADB-AR-L1001,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1001,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1012,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1012,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1012,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1012,AR-SCT,SECRETARIA DE CIENCIA Y TECNOLOGIA,10,4,,
XI-IATI-IADB-AR-L1012,AR-SCT,SECRETARIA DE CIENCIA Y TECNOLOGIA,10,4,,
XI-IATI-IADB-AR-L1020,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1020,AR-MSAL,"MINISTERIO DE SALUD 
 
",10,4,,
XI-IATI-IADB-AR-L1020,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1020,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1020,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1033,AR-SEPYME,"SECRETARIA DE LA PEQUENA Y MEDIANA EMPRESA, PRESIDENCIA DE LA NACION 
",10,4,,
XI-IATI-IADB-AR-L1033,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1033,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1033,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1033,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1418,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1418,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1025,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1025,AR-STNA,"SECRETARIA DE TURISMO DE LA NACION ARGENTINA 
",10,4,,
XI-IATI-IADB-AR-L1025,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1025,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1025,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1038,AR-MED,MINISTERIO DE EDUCACION,10,4,,
XI-IATI-IADB-AR-L1038,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1038,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1038,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1038,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1298,AR-MEYOSP,MINISTERIO DE ECONOMIA Y FINANZAS PUBL,10,4,,
XI-IATI-IADB-AR-L1298,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1298,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1298,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1298,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1303,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1303,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1303,AR-MINHAC,"MINISTERIO DE HACIENDA Y FINANZAS PUBLICAS 
",10,4,,
XI-IATI-IADB-AR-L1303,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1303,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1415,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1415,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1415,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1415,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1415,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1281,AR-MINHAC,"MINISTERIO DE HACIENDA Y FINANZAS PUBLICAS 
",10,4,,
XI-IATI-IADB-AR-L1281,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1281,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1281,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1281,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1355,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1355,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1355,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1355,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1355,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1355,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1355,AR-MED,MINISTERIO DE EDUCACION,10,4,,
XI-IATI-IADB-AR-L1355,AR-MDS,MINISTERIO DE DESARROLLO SOCIAL,10,4,,
XI-IATI-IADB-AR-L1355,AR-MDS,MINISTERIO DE DESARROLLO SOCIAL,10,4,,
XI-IATI-IADB-AR-L1356,AR-NQN,"PROVINCIA DEL NEUQUEN 
 
",70,2,,
XI-IATI-IADB-AR-L1356,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1356,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1356,AR-MEIN,"MINISTERIO DE ECONOMIA E INFRAESTRUCTURA 
 
",10,4,,
XI-IATI-IADB-AR-L1356,AR-MEIN,"MINISTERIO DE ECONOMIA E INFRAESTRUCTURA 
 
",10,4,,
XI-IATI-IADB-AR-L1335,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1335,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1335,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1335,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1335,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1409,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1409,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1409,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1409,AR-MCH,"MINISTERIO DE CAPITAL HUMANO 
 
",10,4,,
XI-IATI-IADB-AR-L1409,AR-MCH,"MINISTERIO DE CAPITAL HUMANO 
 
",10,4,,
XI-IATI-IADB-AR-L1406,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1406,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1406,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1406,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1406,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1282,AR-AFIP,ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS,10,4,,
XI-IATI-IADB-AR-L1282,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1282,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1282,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1282,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1310,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1310,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1310,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1310,AR-CONAE,"COMISION NACIONAL DE ACTIVIDADES ESPACIALES 
",10,4,,
XI-IATI-IADB-AR-L1310,AR-CONAE,"COMISION NACIONAL DE ACTIVIDADES ESPACIALES 
",10,4,,
XI-IATI-IADB-AR-L1245,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1245,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1245,AR-MINI,"MINISTERIO DEL INTERIOR 
 
",10,4,,
XI-IATI-IADB-AR-L1245,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1245,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1181,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1181,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1181,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1181,AR-MINCYT,"MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION 
",10,4,,
XI-IATI-IADB-AR-L1181,AR-MINCYT,"MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION 
",10,4,,
XI-IATI-IADB-AR-L1404,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1404,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1404,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1404,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1404,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1337,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1337,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1337,AR-MINTRA,MINISTERIO DE TRANSPORTE,10,4,,
XI-IATI-IADB-AR-L1337,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1337,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1101,AR-MINI,"MINISTERIO DEL INTERIOR 
 
",10,4,,
XI-IATI-IADB-AR-L1101,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1101,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1101,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1101,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1413,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1413,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1413,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1413,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1413,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1007,AR-MEPBA,"MINISTERIO DE ECONOMÍA PROVINCIA DE BUENOS AIRES 
",10,4,,
XI-IATI-IADB-AR-L1007,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1007,AR-PBA,PROVINCIA DE BUENOS AIRES,10,2,,
XI-IATI-IADB-AR-L1007,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1007,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1021,AR-MINPLAN,"MINISTERIO DE PLANIFICACION FEDERAL, INVERSION PUBLICA Y SERVICIOS",10,4,,
XI-IATI-IADB-AR-L1021,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1021,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1021,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1021,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1080,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1080,AR-AYSA,"AGUA Y SANEAMIENTOS ARGENTINOS SA AYSA 
 
",10,4,,
XI-IATI-IADB-AR-L1080,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1080,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1080,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1131,AR-DNV,DIRECCION NACIONAL DE VIALIDAD,10,4,,
XI-IATI-IADB-AR-L1131,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1131,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1131,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1131,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1006,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1006,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1006,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1006,AR-MDS,MINISTERIO DE DESARROLLO SOCIAL,10,4,,
XI-IATI-IADB-AR-L1006,AR-MDS,MINISTERIO DE DESARROLLO SOCIAL,10,4,,
XI-IATI-IADB-AR-L1386,AR-MEYSP,"MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS DE LA PROVINCIA DE SALTA 
",10,4,,
XI-IATI-IADB-AR-L1386,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1386,AR-SALTA,PROVINCIA DE SALTA,10,2,,
XI-IATI-IADB-AR-L1386,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1386,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1014,XI-IATI-IADB,Ordinary Capital,40,3,,
