activity_identifier,url,format,title,description,category_code,language_code,document_date
XM-DAC-928-AR-2022-23-01.001.AM01.ARG05,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG05,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG05,http://open.who.int/2022-23/country-programme/ARG/01.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-01.002.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-01.002.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-01.002.AM01.ARG01,http://open.who.int/2022-23/country-programme/ARG/01.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG01,http://open.who.int/2022-23/country-programme/ARG/01.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,http://open.who.int/2022-23/country-programme/ARG/01.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG01,http://open.who.int/2022-23/country-programme/ARG/02.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,http://open.who.int/2022-23/country-programme/ARG/02.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,http://open.who.int/2022-23/country-programme/ARG/02.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,http://open.who.int/2022-23/country-programme/ARG/02.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,http://open.who.int/2022-23/country-programme/ARG/03.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,http://open.who.int/2022-23/country-programme/ARG/03.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG01,http://open.who.int/2022-23/country-programme/ARG/03.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG02,http://open.who.int/2022-23/country-programme/ARG/03.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,http://open.who.int/2022-23/country-programme/ARG/03.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG02,http://open.who.int/2022-23/country-programme/ARG/03.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,http://open.who.int/2022-23/country-programme/ARG/04.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG02,http://open.who.int/2022-23/country-programme/ARG/04.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,http://open.who.int/2022-23/country-programme/ARG/04.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,http://open.who.int/2022-23/country-programme/ARG/04.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG02,http://open.who.int/2022-23/country-programme/ARG/04.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG03,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG03,http://open.who.int/2022-23/country-programme/ARG/04.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG04,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG04,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG04,http://open.who.int/2022-23/country-programme/ARG/04.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,http://open.who.int/2022-23/country-programme/ARG/04.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG01,http://open.who.int/2022-23/country-programme/ARG/04.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG02,http://open.who.int/2022-23/country-programme/ARG/04.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,http://open.who.int/2022-23/country-programme/ARG/04.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG04,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG04,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG04,http://open.who.int/2022-23/country-programme/ARG/04.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,http://open.who.int/2022-23/country-programme/ARG/13.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-13.003.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-13.003.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-13.003.AM01.ARG02,http://open.who.int/2022-23/country-programme/ARG/13.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-14.003.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-14.003.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-14.003.AM01.ARG01,http://open.who.int/2022-23/country-programme/ARG/14.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2024-25-01.001.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
